Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation,Hour,Weekend
8:30:00 AM,24,Tuesday,0.9070802442763028,1.3340661379646257,2.3451579809738803,-1.5976984220914237,190,0,8,False
7:15:00 PM,18,Wednesday,-0.4486922810995351,-0.027604016757951728,0.40063525047383,-0.4935533950895455,92,3,19,False
4:30:00 AM,17,Tuesday,-0.49497095846643646,0.12958231367213702,-1.053106263987631,-0.19186513551889775,79,2,4,False
9:30:00 AM,29,Sunday,-0.6518243142461582,0.2110697649159576,0.40063525047383,0.3992762163940185,93,3,9,True
2:15:00 PM,13,Friday,1.225942748902993,1.4390013150939511,0.5408824784439602,-0.6210989280340984,185,0,14,False
8:15:00 PM,24,Tuesday,0.14097728394034753,-0.8845926423808339,-0.16128127334986397,0.05648561480015194,110,2,20,False
1:45:00 AM,14,Saturday,-1.9681650597944007,-5.199337582605575,-5.199337582605575,0.8231716109385891,37,3,1,True
9:00:00 PM,15,Sunday,0.7867445291708417,0.2110697649159576,0.26918439554518003,-0.19186513551889775,153,3,21,True
9:30:00 PM,9,Thursday,0.8144007390200398,0.37762968992606105,-0.48648036042064524,1.5459273181166058,167,3,21,False
6:30:00 PM,22,Sunday,0.500651207993653,0.2110697649159576,-0.6991080877832274,1.137677300665421,148,3,18,True
1:45:00 AM,24,Tuesday,-5.199337582605575,-1.2502418557878947,-1.053106263987631,0.584983876018925,34,3,1,False
11:00:00 AM,25,Wednesday,-0.9223302184168565,-5.199337582605575,-0.26138737267788775,1.0230032560702351,64,3,11,False
9:00:00 AM,22,Saturday,0.9070802442763028,0.7884553079874755,0.7315152969860136,-5.199337582605575,159,3,9,True
10:30:00 AM,24,Tuesday,-0.1867561210637371,-0.24584036910272783,0.40063525047383,-0.3857258721466419,101,3,10,False
7:00:00 PM,1,Wednesday,0.307111166190688,-0.5760748876486937,0.40063525047383,1.137677300665421,141,3,19,False
9:15:00 PM,19,Thursday,-0.4252277308747451,0.2966067370967752,-0.6991080877832274,0.45703255293911804,95,3,21,False
1:00:00 PM,15,Sunday,-0.7430400101122806,-0.12958231367213702,-0.6991080877832274,1.137677300665421,80,3,13,True
8:15:00 PM,11,Wednesday,-0.36821528671982573,0.45703255293911804,-0.07031374338320635,0.22262956564382042,103,3,20,False
11:30:00 AM,9,Thursday,-0.1867561210637371,-0.12958231367213702,-0.07031374338320635,1.7219140740079053,119,1,11,False
2:15:00 AM,8,Wednesday,-1.6022103183576308,-1.014571123022885,-5.199337582605575,1.5459273181166058,49,3,2,False
10:00:00 AM,17,Tuesday,-0.26268576068373706,-0.12958231367213702,-0.48648036042064524,-0.016310116285324295,92,2,10,False
10:00:00 PM,7,Tuesday,-1.4827601839584168,-5.199337582605575,-5.199337582605575,0.31369361093641385,34,3,22,False
11:15:00 PM,15,Sunday,-1.6022103183576308,-5.199337582605575,-5.199337582605575,0.22262956564382042,32,3,23,True
12:45:00 AM,28,Saturday,-1.0796899285577486,-0.8845926423808339,-5.199337582605575,0.5192253494916858,46,3,0,True
4:15:00 PM,1,Wednesday,0.9319713123431904,2.085355566031827,1.9427030124793632,-0.8901723046231351,200,0,16,False
9:45:00 AM,28,Saturday,-0.6029430938482407,-0.5760748876486937,0.6135094449805308,-1.365257371218065,75,3,9,True
7:30:00 PM,9,Thursday,-0.49497095846643646,0.37762968992606105,0.26918439554518003,-0.4935533950895455,93,3,19,False
11:15:00 AM,10,Tuesday,-0.2913668425391681,-0.3481497443296033,0.10557959394652937,1.0230032560702351,109,3,11,False
10:30:00 AM,18,Wednesday,-0.7087518565195292,-1.014571123022885,1.2366522415199066,0.13971029888186212,90,3,10,False
4:30:00 PM,14,Saturday,1.7923740229175138,0.9534930016811651,0.8516751900941525,-1.0166723797729535,197,0,16,True
6:45:00 AM,17,Tuesday,1.5376912498720523,2.2899878321264233,1.7274655664796175,-1.9028734734462227,216,0,6,False
1:00:00 AM,5,Sunday,-1.0796899285577486,-5.199337582605575,-5.199337582605575,1.5459273181166058,54,3,1,True
12:15:00 PM,31,Tuesday,-0.26268576068373706,-0.458425678584765,-0.3481497443296034,0.3992762163940185,96,3,12,False
2:00:00 AM,21,Saturday,-1.2101372641333108,-1.2502418557878947,-1.053106263987631,1.2366522415199066,50,3,2,True
6:00:00 AM,2,Thursday,1.634746967913314,0.12958231367213702,0.6135094449805308,-0.8901723046231351,181,0,6,False
2:45:00 AM,29,Sunday,-1.2101372641333108,-1.2502418557878947,-5.199337582605575,1.994970970827795,55,3,2,True
5:30:00 PM,10,Tuesday,1.2924648930969886,0.707140001621795,1.414697672320771,0.13971029888186212,202,0,17,False
8:45:00 PM,10,Tuesday,0.14097728394034753,-0.5760748876486937,0.26918439554518003,1.7219140740079053,135,1,20,False
10:30:00 AM,11,Wednesday,-0.14097728394034725,-0.24584036910272783,0.5408824784439602,0.22262956564382042,112,3,10,False
2:30:00 PM,19,Thursday,-0.16255239595262488,-1.014571123022885,1.0663039018153317,-0.10179559909470504,110,3,14,False
1:00:00 AM,26,Thursday,-1.4827601839584168,-5.199337582605575,-5.199337582605575,1.137677300665421,44,3,1,False
4:45:00 PM,13,Friday,0.011291358281129772,-0.7249732056113146,-0.26138737267788775,-1.365257371218065,91,2,16,False
10:00:00 AM,31,Tuesday,-0.7266058109575452,-0.458425678584765,0.9574536341270142,-0.8901723046231351,78,3,10,False
5:30:00 AM,6,Monday,-0.34016306172557254,-0.027604016757951728,-0.3481497443296034,-0.10179559909470504,91,2,5,False
3:15:00 PM,2,Thursday,-0.9694267073728421,0.2966067370967752,1.2982710982714525,-0.3857258721466419,81,3,15,False
9:30:00 PM,9,Thursday,0.6991080877832274,0.5394308637341482,0.01881964145130391,0.8231716109385891,164,3,21,False
6:15:00 PM,5,Sunday,1.4979965988053385,0.37762968992606105,0.3348506671056101,-0.4935533950895455,180,0,18,True
3:15:00 AM,16,Monday,-1.1546146901626584,-1.2502418557878947,-5.199337582605575,0.8231716109385891,46,3,3,False
5:45:00 AM,3,Friday,-0.4252277308747451,-0.3481497443296033,-0.8056920745819013,-0.10179559909470504,80,2,5,False
6:00:00 PM,4,Saturday,0.9070802442763028,1.3340661379646257,1.2366522415199066,-0.6210989280340984,183,0,18,True
10:30:00 AM,28,Saturday,-0.5864732127554014,0.45703255293911804,0.9574536341270142,1.137677300665421,118,1,10,True
4:45:00 AM,11,Wednesday,0.21877306861158433,0.9534930016811651,-0.41016940620520764,0.31369361093641385,133,3,4,False
10:00:00 AM,23,Monday,-1.0796899285577486,-0.5760748876486937,-0.583495835720468,-1.1473154975252742,36,2,10,False
8:15:00 PM,15,Sunday,0.5235370133423165,0.2966067370967752,-0.26138737267788775,-0.4935533950895455,136,3,20,True
10:00:00 PM,5,Sunday,-1.2924648930969886,-5.199337582605575,-5.199337582605575,0.9184977079651129,44,3,22,True
9:30:00 PM,31,Tuesday,0.011291358281129772,0.2110697649159576,0.3348506671056101,-0.6210989280340984,112,3,21,False
7:15:00 PM,5,Sunday,0.25231085193165625,-5.199337582605575,0.26918439554518003,0.22262956564382042,120,3,19,True
8:15:00 PM,8,Wednesday,0.48365796677876627,0.37762968992606105,0.3348506671056101,1.4215561053091323,164,1,20,False
7:00:00 PM,19,Thursday,0.46820270264667296,0.7884553079874755,-0.26138737267788775,-0.8901723046231351,136,3,19,False
10:00:00 AM,14,Saturday,-1.0796899285577486,1.0400895498007983,0.6135094449805308,0.45703255293911804,85,3,10,True
9:15:00 PM,11,Wednesday,0.14097728394034753,0.45703255293911804,0.3348506671056101,0.8231716109385891,139,3,21,False
6:30:00 AM,4,Saturday,0.670557440622858,1.8658520907135017,1.0663039018153317,-1.5976984220914237,171,0,6,True
10:15:00 AM,21,Saturday,-0.4486922810995351,-0.7249732056113146,0.1918651355188979,-0.3857258721466419,84,2,10,True
6:30:00 PM,26,Thursday,0.3897834311391641,0.2966067370967752,0.40063525047383,0.13971029888186212,143,3,18,False
5:15:00 PM,28,Saturday,1.4079051458418625,0.2966067370967752,-0.26138737267788775,-0.6210989280340984,168,0,17,True
7:45:00 AM,19,Thursday,1.0251226800097548,5.19933758270342,1.9427030124793632,-1.9028734734462227,202,0,7,False
12:30:00 AM,24,Tuesday,-1.3846282582878238,-1.2502418557878947,-1.053106263987631,0.3992762163940185,38,3,0,False
5:15:00 PM,28,Saturday,1.176890437623872,0.2110697649159576,0.9108728690353499,-1.365257371218065,170,0,17,True
2:45:00 AM,28,Saturday,-1.6022103183576308,-1.2502418557878947,-1.053106263987631,1.994970970827795,52,3,2,True
5:45:00 PM,29,Sunday,0.9795114633875127,-0.12958231367213702,5.19933758270342,-0.758004233319085,183,0,17,True
4:15:00 PM,1,Wednesday,0.9999859292761342,-0.12958231367213702,0.01881964145130391,-0.016310116285324295,157,3,16,False
5:30:00 PM,5,Sunday,1.679302556120626,1.994970970827795,1.9427030124793632,-1.365257371218065,221,0,17,True
2:15:00 PM,5,Sunday,0.2342191939146195,0.04769168375857958,-0.41016940620520764,0.5192253494916858,126,3,14,True
8:45:00 PM,2,Thursday,0.3735908953653471,0.37762968992606105,0.26918439554518003,0.45703255293911804,145,3,20,False
10:30:00 AM,21,Sunday,-0.07157147317761971,0.707140001621795,1.2982710982714525,1.0230032560702351,149,1,10,True
8:45:00 AM,20,Friday,-0.03262457282938139,-0.458425678584765,-0.8920383589928601,0.6533766109715351,104,3,8,False
8:45:00 AM,22,Sunday,1.2585076890467704,1.137677300665421,0.01881964145130391,-0.6210989280340984,176,0,8,True
11:45:00 PM,23,Monday,-1.6022103183576308,-1.014571123022885,-5.199337582605575,1.994970970827795,52,3,23,False
3:45:00 AM,30,Monday,-1.2101372641333108,-1.014571123022885,-5.199337582605575,0.7347981032164006,45,3,3,False
8:00:00 PM,14,Saturday,0.3897834311391641,-0.24584036910272783,-0.16128127334986397,1.3219458408567006,144,1,20,True
12:15:00 PM,16,Monday,-0.26268576068373706,-0.12958231367213702,-0.3481497443296034,0.6533766109715351,103,3,12,False
1:00:00 PM,7,Tuesday,-0.7266058109575452,-0.7249732056113146,-0.583495835720468,0.31369361093641385,67,3,13,False
1:45:00 PM,22,Saturday,0.500651207993653,0.37762968992606105,0.26918439554518003,0.13971029888186212,149,3,13,True
6:15:00 PM,1,Wednesday,1.1281436452787637,1.6741857759106467,1.2366522415199066,-0.3857258721466419,197,0,18,False
5:45:00 PM,12,Thursday,1.0574850143828465,0.8661892521534974,1.2366522415199066,0.05648561480015194,191,0,17,False
10:00:00 AM,16,Monday,-0.529301094308674,-0.3481497443296033,1.0663039018153317,-0.3857258721466419,97,3,10,False
7:45:00 PM,30,Monday,-0.09675252955038441,-0.24584036910272783,0.40063525047383,1.3219458408567006,125,1,19,False
7:45:00 PM,17,Tuesday,0.6410017876338546,0.707140001621795,0.5408824784439602,0.31369361093641385,164,3,19,False
7:30:00 AM,26,Thursday,0.6104835432900303,1.4390013150939511,1.2366522415199066,-5.199337582605575,164,1,7,False
10:45:00 AM,5,Sunday,-0.9051888168927784,-0.24584036910272783,-0.26138737267788775,0.9184977079651129,72,3,10,True
12:15:00 PM,22,Saturday,-0.12073125279186663,-0.458425678584765,0.10557959394652937,0.6533766109715351,111,3,12,True
5:00:00 AM,31,Tuesday,-0.2342191939146195,0.707140001621795,-0.6991080877832274,-1.1473154975252742,91,2,5,False
12:00:00 PM,26,Thursday,-0.2342191939146195,-0.12958231367213702,-0.07031374338320635,0.3992762163940185,103,3,12,False
7:30:00 PM,23,Monday,-0.12073125279186663,-0.027604016757951728,0.3348506671056101,0.9184977079651129,121,3,19,False
6:30:00 AM,8,Wednesday,1.9344888386314079,0.12958231367213702,-0.26138737267788775,-1.365257371218065,172,0,6,False
3:00:00 PM,2,Thursday,-0.5864732127554014,0.6210989280340979,1.0082940609516675,0.7347981032164006,117,1,15,False
7:00:00 PM,17,Tuesday,-0.1867561210637371,-0.12958231367213702,0.1918651355188979,0.7347981032164006,113,3,19,False
6:45:00 AM,18,Wednesday,0.8753538882544654,1.0400895498007983,0.670557440622858,-1.9028734734462227,161,3,6,False
8:15:00 PM,29,Sunday,0.500651207993653,0.04769168375857958,0.01881964145130391,-0.016310116285324295,140,3,20,True
5:45:00 AM,2,Thursday,0.4390012085038273,-0.7249732056113146,-0.3481497443296034,0.31369361093641385,129,3,5,False
