iter	MultiClass
195	0.0044894956
196	0.00439816119
197	0.004381017049
198	0.004302037847
199	0.004267182914
200	0.004262573571
201	0.004248550787
202	0.004214713613
203	0.004212249766
204	0.004136241783
205	0.004114888585
206	0.004099607909
207	0.004094902669
208	0.004082908104
209	0.004059056172
210	0.004057906535
211	0.003998667978
212	0.003970938467
213	0.003903637493
214	0.003853121196
215	0.003805887577
216	0.003802613385
217	0.003772878689
218	0.003721634794
219	0.003644208263
220	0.003642683396
221	0.003635771477
222	0.003563720243
223	0.003557795304
224	0.003555354545
225	0.003531472981
226	0.00350467542
227	0.003487277091
228	0.003486573305
229	0.003464926888
230	0.003459974289
231	0.003391481274
232	0.003389374573
233	0.003387969677
234	0.003364281806
235	0.003324231838
236	0.003316388723
237	0.003294085185
238	0.003254589138
239	0.003195414856
240	0.00319219775
241	0.003161163463
242	0.003128492574
243	0.003094476315
244	0.003063380623
245	0.003056933275
246	0.003043526841
247	0.003038255527
248	0.003020749403
249	0.003008160413
250	0.003007264328
251	0.002999338794
252	0.002943957812
253	0.002942108852
254	0.00293945632
255	0.002938490437
256	0.002916173608
257	0.002864473901
258	0.002852773022
259	0.002849707836
260	0.002838863225
261	0.002798865442
262	0.002766965331
263	0.002748198427
264	0.002742978937
265	0.002742686567
266	0.002716927696
267	0.002715906214
268	0.002705446354
269	0.002686819957
270	0.002672497396
271	0.002635304141
272	0.002621166896
273	0.002620334365
274	0.002618865511
275	0.002611214328
276	0.002594473773
277	0.0025912269
278	0.002583211955
279	0.002566605518
280	0.002564717037
281	0.002533863609
282	0.002532749763
283	0.002525649353
284	0.002514923876
285	0.002504895222
286	0.002479980765
287	0.002478837624
288	0.002477535224
289	0.002469347686
290	0.002431887211
291	0.002417301408
292	0.002406645135
293	0.002405800005
294	0.002399825496
295	0.002398286113
296	0.002390812171
297	0.002386405555
298	0.002385676163
299	0.002363936466
300	0.002363113563
301	0.002358083706
302	0.002327956313
303	0.00228814085
304	0.002252643899
305	0.002218942585
306	0.002217310669
307	0.002209087302
308	0.002192109455
309	0.002185790526
310	0.002179352005
311	0.002176920848
312	0.002152075146
313	0.002134215776
314	0.002133556386
315	0.002132342163
316	0.002127588644
317	0.002126807305
318	0.002117712045
319	0.002115700588
320	0.002104849866
321	0.002097883842
322	0.002096209982
323	0.002080770555
324	0.002072566533
325	0.002067246073
326	0.002045362052
327	0.002044594496
328	0.002028442224
329	0.002027276667
330	0.002017225804
331	0.002015353015
332	0.001983477746
333	0.001943055571
334	0.001941987333
335	0.001914084693
336	0.001907073432
337	0.001901021923
338	0.001900319532
339	0.001895287058
340	0.001887898946
341	0.001886744627
342	0.001881380075
343	0.001880210313
344	0.001879658208
345	0.001870419813
346	0.001869842961
347	0.001862065383
348	0.001852406678
349	0.001829876852
350	0.001820779354
351	0.001813615212
352	0.001813005896
353	0.001810663606
354	0.001792629867
355	0.001789662456
356	0.001781031805
357	0.001776563757
358	0.001771300067
359	0.001736776287
360	0.001736084219
361	0.001735466113
362	0.001729284801
363	0.001727186715
364	0.001725666152
365	0.001717521953
366	0.001688091734
367	0.001684953186
368	0.00167909657
369	0.001675417183
370	0.001674903044
371	0.001671220016
372	0.0016682616
373	0.001646932499
374	0.00164610713
375	0.001638736906
376	0.001633823957
377	0.001632969412
378	0.001628448029
379	0.001622930502
380	0.001622171474
381	0.00160420452
382	0.001603240555
383	0.001602568743
384	0.001597263528
385	0.001595067167
386	0.001590706099
387	0.001577297523
388	0.001577004528
389	0.001569865693
390	0.001549615046
391	0.001538673814
392	0.001536995129
393	0.00153663533
394	0.001532518049
395	0.001514051349
396	0.001511403927
397	0.001508785056
398	0.001501320444
399	0.001496875577
400	0.001491907726
401	0.001490484241
402	0.001487521642
403	0.001486856429
404	0.001482782735
405	0.001482009667
406	0.001481589674
407	0.001478211357
408	0.001472564033
409	0.001472077522
410	0.001455421545
411	0.001451609361
412	0.001434887704
413	0.001434487151
414	0.001434115579
415	0.001428330534
416	0.001422739717
417	0.001420892111
418	0.001420715067
419	0.00141712242
420	0.001414819929
421	0.001412281461
422	0.001408232383
423	0.001404693204
424	0.001401840423
425	0.001399206989
426	0.001395005745
427	0.001394536114
428	0.001389406557
429	0.001384836602
430	0.001384466618
431	0.001383076957
432	0.001381456772
433	0.001380966835
434	0.001380613875
435	0.001378943726
436	0.001361528519
437	0.001360171587
438	0.001357449408
439	0.001351966125
440	0.001350101914
441	0.001348631885
442	0.001339968232
443	0.001335607913
444	0.001332021963
445	0.001329904011
446	0.001329089508
447	0.001328728902
448	0.001326233254
449	0.001323063536
450	0.001315059001
451	0.001314067703
452	0.001313533744
453	0.001302401673
454	0.001289999669
455	0.001276587276
456	0.001275158449
457	0.001260521131
458	0.001259763423
459	0.001258796223
460	0.001247376128
461	0.001246793312
462	0.001245155012
463	0.001244621145
464	0.001230883898
465	0.001227457497
466	0.001216055927
467	0.00121304523
468	0.001210413509
469	0.001209943801
470	0.001207813795
471	0.001204619299
472	0.001204281102
473	0.001202457588
474	0.001200030625
475	0.001199747926
476	0.001197562144
477	0.001185701236
478	0.001184457117
479	0.001184175242
480	0.001183574071
481	0.001182645773
482	0.001178579636
483	0.001178146098
484	0.001177851087
485	0.001173512388
486	0.001168212964
487	0.001167427054
488	0.001162878285
489	0.00115640507
490	0.001155795329
491	0.001151217193
492	0.00115050777
493	0.001148964056
494	0.001146593525
495	0.001143868057
496	0.001131700788
497	0.001131213514
498	0.001126297406
499	0.001125984023
500	0.001118497776
501	0.001115403361
502	0.001109472086
503	0.001108660048
504	0.001097948386
505	0.001095162119
506	0.001094928306
507	0.001094559874
508	0.001087685634
509	0.001086540659
510	0.00108533255
511	0.001080673253
512	0.001080004968
513	0.001079429086
514	0.001077989187
515	0.00107688414
516	0.00107415615
517	0.001072941203
518	0.001072749497
519	0.001069336315
520	0.001059307725
521	0.001056924537
522	0.001054358405
523	0.001048543256
524	0.001045973895
525	0.001045787993
526	0.001044173233
527	0.001034750469
528	0.00103421448
529	0.00103344023
530	0.001029059966
531	0.001028849197
532	0.001021820473
533	0.00102159227
534	0.001018599836
535	0.001009648628
536	0.001004577475
537	0.001004405832
538	0.001003782392
539	0.001003190883
540	0.00100300384
541	0.0009970939704
542	0.0009948102824
543	0.0009934090393
544	0.0009929571308
545	0.0009838848424
546	0.0009831527438
547	0.0009808871746
548	0.0009785648935
549	0.0009761809384
550	0.0009757177963
551	0.0009706276923
552	0.000966796094
553	0.0009592118106
554	0.0009588825856
555	0.0009574113384
556	0.0009549396334
557	0.0009531826099
558	0.0009529077491
559	0.0009498422729
560	0.0009494671739
561	0.0009481234516
562	0.0009471649456
563	0.0009463989389
564	0.0009440687926
565	0.0009425819138
566	0.0009396233361
567	0.0009357822485
568	0.0009356719711
569	0.0009354654128
570	0.000930263357
571	0.0009286331099
572	0.0009265289241
573	0.0009249279452
574	0.0009176475427
575	0.0009155185887
576	0.0009152065121
577	0.0009143903149
578	0.0009131043934
579	0.0009061152995
580	0.0009045825832
581	0.0009028820275
582	0.0009021624021
583	0.0008987725837
584	0.000897205182
585	0.0008970127726
586	0.0008954330642
587	0.0008915608692
588	0.0008913683224
589	0.0008891131976
590	0.0008845925984
591	0.0008844625123
592	0.0008834244315
593	0.0008809705775
594	0.0008807549484
595	0.0008806020472
596	0.0008766150072
597	0.0008759329855
598	0.0008748256456
599	0.0008717140313
600	0.0008711316221
601	0.0008697925087
602	0.0008688517341
603	0.0008679575515
604	0.0008666187678
605	0.0008662634888
606	0.0008635497612
607	0.0008600133551
608	0.0008597868698
609	0.0008585208557
610	0.0008576302621
611	0.000856918301
612	0.0008563782729
613	0.0008546301824
614	0.000850479517
615	0.0008489732067
616	0.0008482043533
617	0.0008466161553
618	0.0008464861417
619	0.000845126968
620	0.0008435829274
621	0.0008428761741
622	0.0008397034056
623	0.0008385728273
624	0.0008372810671
625	0.0008364763874
626	0.0008335460441
627	0.0008329954936
628	0.0008271949494
629	0.0008269361197
630	0.0008267457859
631	0.0008265361744
632	0.0008218549499
633	0.0008163354885
634	0.0008135184593
635	0.0008105229838
636	0.000803480442
637	0.0008028648992
638	0.0007999892296
639	0.0007993015931
640	0.000799160692
641	0.000799041814
642	0.0007988708706
643	0.0007985830825
644	0.0007976813193
645	0.0007910374188
646	0.0007899184594
647	0.0007885797263
648	0.0007865187408
649	0.000784776964
650	0.0007837780781
651	0.000783303618
652	0.00078222183
653	0.0007819453178
654	0.0007792499333
655	0.000779058842
656	0.0007737444986
657	0.0007734928595
658	0.0007672535097
659	0.0007669922639
660	0.0007665734796
661	0.0007664731419
662	0.0007627283995
663	0.0007611339146
664	0.0007594818564
665	0.0007586410625
666	0.0007582361169
667	0.0007563828357
668	0.0007552836606
669	0.0007529947969
670	0.0007521939638
671	0.0007494868732
672	0.0007491317042
673	0.0007486413658
674	0.0007484858686
675	0.0007475701013
676	0.0007472127361
677	0.00074693218
678	0.0007461828167
679	0.0007454092582
680	0.0007452732165
681	0.0007444804145
682	0.0007424745646
683	0.0007399651228
684	0.0007375797496
685	0.0007333476921
686	0.0007313960617
687	0.0007311515639
688	0.0007295773938
689	0.0007287225037
690	0.0007273094965
691	0.0007265858961
692	0.0007255862941
693	0.0007183749377
694	0.0007174738917
695	0.000717368251
696	0.0007169955403
697	0.000716298577
698	0.0007157069084
699	0.0007148228471
700	0.0007136510608
701	0.0007118561161
702	0.0007117439514
703	0.0007078189164
704	0.0007075916103
705	0.0007061027727
706	0.0007049484605
707	0.0007033865502
708	0.0007022811234
709	0.0007021067122
710	0.00070176951
711	0.0007016456662
712	0.0007014512097
713	0.0007004475006
714	0.0006960135124
715	0.0006952156965
716	0.0006942995122
717	0.0006937611035
718	0.0006921571409
719	0.0006911877837
720	0.000690009046
721	0.0006898246767
722	0.0006868993429
723	0.0006843814497
724	0.0006840309865
725	0.0006830304192
726	0.0006822430936
727	0.000681835402
728	0.0006809607774
729	0.0006797095296
730	0.0006795891949
731	0.0006773543651
732	0.0006768201306
733	0.0006754011976
734	0.000673261777
735	0.0006730155394
736	0.0006709309082
737	0.000670784027
738	0.0006706884463
739	0.0006701879022
740	0.0006668034645
741	0.0006662229343
742	0.000666089355
743	0.0006632245147
744	0.0006623901597
745	0.0006603553666
746	0.0006590133866
747	0.0006543493825
748	0.000654228614
749	0.0006532043897
750	0.0006497830291
751	0.0006452562064
752	0.0006448234099
753	0.0006418975595
754	0.000640593309
755	0.0006384039672
756	0.0006367670341
757	0.0006354321175
758	0.0006349339275
759	0.0006343698781
760	0.0006336984218
761	0.0006328125744
762	0.0006326585336
763	0.0006325948861
764	0.0006319643577
765	0.0006306691333
766	0.0006306018667
767	0.0006298684228
768	0.00062957414
769	0.0006290222274
770	0.0006289491796
771	0.0006285104649
772	0.0006279087943
773	0.0006274375049
774	0.0006260331254
775	0.0006251463645
776	0.0006242511198
777	0.0006235207698
778	0.0006229451409
779	0.000622480232
780	0.0006190923421
781	0.0006189800372
782	0.0006180991867
783	0.0006174112778
784	0.0006168930406
785	0.0006159774246
786	0.0006157186448
787	0.0006142911375
788	0.0006101590628
789	0.000609345669
790	0.0006085604961
791	0.0006076063125
792	0.0006056311212
793	0.0006055468927
794	0.000605473502
795	0.0006043631231
796	0.0006033713281
797	0.0006025487122
798	0.000601710091
799	0.0006016305901
800	0.0006000480939
801	0.0005998803457
802	0.0005991693745
803	0.0005983852836
804	0.0005971691728
805	0.0005970443726
806	0.0005965721204
807	0.0005963706553
808	0.0005961959755
809	0.000593722592
810	0.0005933592801
811	0.0005930547211
812	0.0005892183187
813	0.0005891252848
814	0.0005889044648
815	0.0005880990804
816	0.0005870957604
817	0.0005870331544
818	0.0005857510875
819	0.0005841216798
820	0.0005820117479
821	0.0005783358675
822	0.0005764696868
823	0.0005760463724
824	0.0005753603395
825	0.0005748049428
826	0.0005744442926
827	0.0005743794873
828	0.0005741350092
829	0.0005739692993
830	0.0005733897117
831	0.0005733025556
832	0.0005723534637
833	0.0005720652342
834	0.0005706895552
835	0.0005699577857
836	0.0005693960512
837	0.0005691960883
838	0.0005691061578
839	0.0005684816182
840	0.0005678524531
841	0.0005657117235
842	0.0005655825041
843	0.0005650149364
844	0.0005649588471
845	0.0005621776329
846	0.0005614529008
847	0.0005605218819
848	0.0005601912053
849	0.0005596417138
850	0.0005595852987
851	0.0005592857293
852	0.0005587056733
853	0.0005578324132
854	0.0005577095079
855	0.0005573603884
856	0.0005564102132
857	0.0005563127288
858	0.0005554719051
859	0.0005541595738
860	0.0005534423522
861	0.0005527321848
862	0.0005525721708
863	0.0005499639395
864	0.0005494226474
865	0.0005488584995
866	0.0005462427191
867	0.0005461153769
868	0.0005458407265
869	0.0005456689106
870	0.0005456085288
871	0.0005455473425
872	0.0005453479153
873	0.0005451841111
874	0.0005451226575
875	0.0005435545931
876	0.0005435108963
877	0.0005429625574
878	0.0005419107691
879	0.0005413338575
880	0.0005398280072
881	0.0005397011045
882	0.0005390476252
883	0.0005389399201
884	0.0005387150227
885	0.0005386473398
886	0.0005378093034
887	0.000537575821
888	0.0005370192418
889	0.000536911466
890	0.0005368478333
891	0.0005363081863
892	0.000535976251
893	0.0005357438757
894	0.0005350301672
895	0.0005349741268
896	0.0005349089576
897	0.0005342167716
898	0.0005340337372
899	0.0005339860131
900	0.0005323422024
901	0.0005303688584
902	0.000529588013
903	0.0005294918453
904	0.0005289680528
905	0.0005289205187
906	0.0005288113644
907	0.0005275387697
908	0.0005267431963
909	0.000526698555
910	0.0005252391214
911	0.0005238130617
912	0.0005221402007
913	0.0005217768401
914	0.0005215868743
915	0.000520185829
916	0.0005188159687
917	0.0005186795777
918	0.0005182274124
919	0.000517579884
920	0.0005172761353
921	0.0005164219761
922	0.000515611754
923	0.0005152137716
924	0.0005143949368
925	0.0005143303594
926	0.000513773924
927	0.0005124249719
928	0.0005123484907
929	0.0005117671509
930	0.0005114194422
931	0.0005111701316
932	0.0005111065537
933	0.0005104563723
934	0.0005087691879
935	0.0005085559461
936	0.0005079937323
937	0.0005071785679
938	0.0005070975603
939	0.0005068945036
940	0.0005063704225
941	0.0005060982096
942	0.0005051697083
943	0.0005046959031
944	0.0005030693359
945	0.0005024098795
946	0.0005023825005
947	0.0005011124317
948	0.0005005330594
949	0.0004999024895
950	0.0004995370438
951	0.0004988551958
952	0.0004983389843
953	0.0004980804838
954	0.0004979261387
955	0.0004972389704
956	0.0004969102067
957	0.0004968063106
958	0.0004967656634
959	0.000496689529
960	0.0004960702708
961	0.0004958909249
962	0.0004930296791
963	0.000492352842
964	0.0004923087705
965	0.000491697742
966	0.0004916110319
967	0.0004909340466
968	0.0004902425655
969	0.0004901247963
970	0.0004900744436
971	0.0004889052182
972	0.0004881376169
973	0.0004880935426
974	0.000487211591
975	0.0004868732477
976	0.0004864492762
977	0.0004862002782
978	0.0004860712659
979	0.0004859706935
980	0.000483179409
981	0.0004823241191
982	0.0004819190016
983	0.0004813863738
984	0.000481093999
985	0.000479340737
986	0.0004789178271
987	0.0004775267757
988	0.0004769163735
989	0.0004766923997
990	0.0004760762335
991	0.0004755962484
992	0.0004752047841
993	0.0004748651848
994	0.0004748241042
995	0.0004745919163
996	0.0004733817186
997	0.0004730002209
998	0.0004728775189
999	0.0004719528228
